"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDFG","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00283662","HAMMONTON 1 NE, NJ US","2012-07-27",,,"0.31","0.0","0.0","95","67","74","   30",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-07-28",,,"0.18","0.0","0.0","92","71","77","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-07-29",,,"0.53","0.0","0.0","91","70","71","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-07-30",,,"0.03","0.0","0.0","83","69","70","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-07-31",,,"0.00","0.0","0.0","84","66","69","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-01",,,"0.00","0.0","0.0","85","67","74","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-02",,,"0.11","0.0","0.0","82","69","71","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-03",,,"0.00","0.0","0.0","92","66","75","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-04",,,"0.00","0.0","0.0","93","72","77","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-05",,,"0.00","0.0","0.0","91","74","78","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-06",,,"2.60","0.0","0.0","94","73","76","   27",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-07",,,"0.00","0.0","0.0","90","71","71","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-08",,,"0.00","0.0","0.0","86","66","75","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-09",,,"0.00","0.0","0.0","86","72","74","   10",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-10",,,"0.00","0.0","0.0","90","71","77","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-11",,,"0.55","0.0","0.0","85","74",,"   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-12",,,"0.20","0.0","0.0","86","73",,"   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-13",,,"0.00","0.0","0.0","85","65","65","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-14",,,"0.00","0.0","0.0","87","62","72","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-15",,,"0.97","0.0","0.0","82","68","72","   24",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-16",,,"0.00","0.0","0.0","86","69","69","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-17",,,"0.00","0.0","0.0","87","66","70","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-18",,,"0.40","0.0","0.0","89","64","64","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-19",,,"0.00","0.0","0.0","80","64","64","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-20",,,"0.00","0.0","0.0","80","59","65","   10",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-21",,,"0.00","0.0","0.0","80","62","65","   10",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-22",,,"0.00","0.0","0.0","82","63","65","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-23",,,"0.00","0.0","0.0","86","61","65","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-24",,,"0.00","0.0","0.0","86","62","66","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-25",,,"0.00","0.0","0.0","87","64","70","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-26",,,"0.31","0.0","0.0","79","67","71","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-27",,,"0.00","0.0","0.0","84","68","72","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-28",,,"0.34","0.0","0.0","85","69","76","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-29",,,"0.04","0.0","0.0","88","67","67","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-30",,,"0.00","0.0","0.0","82","63","63","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-08-31",,,"0.00","0.0","0.0","86","60","70","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-01",,,"0.00","0.0","0.0","92","66","75","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-02",,,"0.00","0.0","0.0","92","70","72","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-03",,,"0.20","0.0","0.0","80","69","74","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-04",,,"1.05","0.0","0.0","79","71","72","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-05",,,"0.34","0.0","0.0","81","72","77","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-06",,,"0.15","0.0","0.0","86","68","68","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-07",,,"0.00","0.0","0.0","81","67","69","    5",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-08",,,"0.00","0.0","0.0","88","66","76","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-09",,,"0.44","0.0","0.0","87","62","62","   25",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-10",,,"0.00","0.0","0.0","78","60","60","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-11",,,"0.00","0.0","0.0","75","51","51","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-12",,,"0.00","0.0","0.0","75","48","53","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-13",,,"0.00","0.0","0.0","81","51","55","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-14",,,"0.00","0.0","0.0","82","52","56","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-15",,,"0.00","0.0","0.0","82","53","61","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-16",,,"0.00","0.0","0.0","75","53","55","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-17",,,"0.00","0.0","0.0","76","50","50","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-18",,,"0.08","0.0","0.0","79","48","72","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-19",,,"0.96","0.0","0.0","80","61","61","   37",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-20",,,"0.00","0.0","0.0","71","51","51","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-21",,,"0.00","0.0","0.0","76","48","53","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-22",,,"0.00","0.0","0.0","79","52",,"   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-23",,,"0.23","0.0","0.0","83","55",,"   24",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-24",,,"0.00","0.0","0.0","70","48","48","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-25",,,"0.00","0.0","0.0","68","45","51","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-26",,,"0.00","0.0","0.0","75","44","64","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-27",,,"0.30","0.0","0.0","82","61","65","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-28",,,"0.02","0.0","0.0","76","64","68","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-29",,,"0.00","0.0","0.0","80","56","56","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-09-30",,,"0.00","0.0","0.0","65","52","52","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-01",,,"0.00","0.0","0.0","71","50","50","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-02",,,"0.00","0.0","0.0","72","48","65","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-03",,,"0.34","0.0","0.0","74","61","73","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-04",,,"0.00","0.0","0.0","84","70","70","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-05",,,"0.05","0.0","0.0","78","59","59","   10",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-06",,,"0.00","0.0","0.0","81","58","62","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-07",,,"0.00","0.0","0.0","81","49","49","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-08",,,"0.17","0.0","0.0","52","42","42","    7",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-09",,,"0.03","0.0","0.0","52","41","51","   10",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-10",,,"0.14","0.0","0.0","60","50","58","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-11",,,"0.00","0.0","0.0","68","47","47","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-12",,,"0.00","0.0","0.0","61","41","43","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-13",,,"0.00","0.0","0.0","62","38","38","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-14",,,"0.00","0.0","0.0","60","33","51","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-15",,,"0.00","0.0","0.0","74","43","66","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-16",,,"0.14","0.0","0.0","75","49","49","   24",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-17",,,"0.00","0.0","0.0","62","37","37","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-18",,,"0.00","0.0","0.0","62","37","40","   10",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-19",,,"0.17","0.0","0.0","70","39","65","   26",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-20",,,"0.63","0.0","0.0","74","56","56","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-21",,,"0.00","0.0","0.0","69","43","43","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-22",,,"0.00","0.0","0.0","66","43","43","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-23",,,"0.00","0.0","0.0","68","43","48","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-24",,,"0.00","0.0","0.0","72","46","56","    7",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-25",,,"0.00","0.0","0.0","75","55","60","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-26",,,"0.00","0.0","0.0","64","57","57","   10",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-27",,,"0.00","0.0","0.0","69","53","57","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-28",,,"0.00","0.0","0.0","65","55","57","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-29",,,"1.56","0.0","0.0","58","52","52","   24",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-30",,,"3.90","0.0","0.0","62","46","46","   45",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-10-31",,,"0.05","0.0","0.0","50","42","42","   27",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-01",,,"0.00","0.0","0.0","52","38","38","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-02",,,"0.00","0.0","0.0","50","37","45","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-03",,,"0.01","0.0","0.0","52","43","43","   25",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-04",,,"0.00","0.0","0.0","49","39","39","   27",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-05",,,"0.00","0.0","0.0","48","31","39","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-06",,,"0.00","0.0","0.0","45","27","32","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-07",,,"0.00","0.0","0.0","48","27","39","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-08",,,"0.90","2.5","2.0","41","33","34","   24",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-09",,,"0.00","0.0","0.0","49","33","38","   26",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-10",,,"0.00","0.0","0.0","54","33","39","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-11",,,"0.00","0.0","0.0","60","31","53","    9",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-12",,,"0.00","0.0","0.0","71","38","54","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-13",,,"0.09","0.0","0.0","71","41","46","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-14",,,"0.08","0.0","0.0","63","37","39","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-15",,,"0.00","0.0","0.0","48","30","37","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-16",,,"0.00","0.0","0.0","47","30","37","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-17",,,"0.00","0.0","0.0","46","28","37","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-18",,,"0.00","0.0","0.0","54","28","40","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-19",,,"0.00","0.0","0.0","52","32","40","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-20",,,"0.00","0.0","0.0","52","39","40","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-21",,,"0.00","0.0","0.0","52","38","38","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-22",,,"0.00","0.0","0.0","54","30","34","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-23",,,"0.00","0.0","0.0","55","30","32","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-24",,,"0.02","0.0","0.0","58","30","38","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-25",,,"0.00","0.0","0.0","49","36",,"   33",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-26",,,"0.00","0.0","0.0","42","26","32","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-27",,,"0.08","0.0","0.0","49","24","37","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-28",,,"0.47","0.0","0.0","40","31","34","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-29",,,"0.00","0.0","0.0","42","27","30","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-11-30",,,"0.00","0.0","0.0","47","25","26","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-01",,,"0.00","0.0","0.0","52","25","41","    9",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-02",,,"0.00","0.0","0.0","59","34","40","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-03",,,"0.00","0.0","0.0","56","40","45","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-04",,,"0.00","0.0","0.0","66","45","50","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-05",,,"0.00","0.0","0.0","69","47","56","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-06",,,"0.00","0.0","0.0","59","37",,"   27",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-07",,,"0.00","0.0","0.0","42","26",,"   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-08",,,,"0.0","0.0","47","26",,"    5",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-09","    2","0.97",,"0.0","0.0","55","47","49","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-10",,,"0.42","0.0","0.0","57","40","57","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-11",,,"0.19","0.0","0.0","63","45","45","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-12",,,"0.00","0.0","0.0","59","33","33","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-13",,,"0.00","0.0","0.0","44","32","34","    7",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-14",,,"0.00","0.0","0.0","46","26","28","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-15",,,"0.00","0.0","0.0","50","25","29","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-16",,,"0.00","0.0","0.0","51","28","45","    9",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-17",,,"0.18","0.0","0.0","51","42",,"    4",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-18",,,"0.29","0.0","0.0","52","45","52","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-19",,,"0.00","0.0","0.0","59","37","37","   30",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-20",,,"0.00","0.0","0.0","50","30","30","   29",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-21",,,"1.22","0.0","0.0","51","29","51","   26",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-22",,,"0.00","0.0","0.0","58","30","30","   30",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-23",,,"0.00","0.0","0.0","42","30","30","   40",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-24",,,"0.00","0.0","0.0","45","25","25","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-25",,,"0.14","0.0","0.0","41","24","35","    7",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-26",,,"0.00","0.0","0.0","43","32","32","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-27",,,"1.85","0.0","0.0","49","31","38","   30",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-28",,,"0.00","0.0","0.0","47","30","30","   40",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-29",,,"0.00","0.0","0.0","41","27","32","   26",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-30",,,"0.17","0.0","0.0","36","29","32","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2012-12-31",,,"0.00","0.0","0.0","39","30","30","   40",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-01",,,"0.00","0.0","0.0","41","29","40","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-02",,,"0.00","0.0","0.0","43","27","27","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-03",,,"0.00","0.0","0.0","35","21","21","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-04",,,"0.00","0.0","0.0","34","21","32","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-05",,,"0.00","0.0","0.0","39","24","24","   26",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-06",,,"0.00","0.0","0.0","40","24","30","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-07",,,"0.04","0.0","0.0","48","30","33","   13",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-08",,,"0.00","0.0","0.0","47","25","25","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-09",,,"0.00","0.0","0.0","52","24","29","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-10",,,"0.00","0.0","0.0","54","29","36","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-11",,,"0.00","0.0","0.0","49","32","32","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-12",,,"0.48","0.0","0.0","50","30","44","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-13",,,"0.00","0.0","0.0","48","42","44","    7",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-14",,,"0.01","0.0","0.0","56","42","56","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-15",,,"0.98","0.0","0.0","58","39","39","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-16",,,"0.72","0.0","0.0","42","35","35","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-17",,,"0.11","0.0","0.0","40","34","40","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-18",,,"0.00","0.0","0.0","43","32","32","   21",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-19",,,"0.00","0.0","0.0","36","25","34","   27",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-20",,,"0.00","0.0","0.0","52","26",,"   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-21",,,"0.00","0.0","0.0","57","28","28","   33",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-22",,,"0.05","0.5","1.0","37","18","18","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-23",,,"0.00","0.0","0.0","26","9","9","   30",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-24",,,"0.00","0.0","0.0","21","9","14","   22",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-25",,,"0.00","0.0","0.0","24","9","15","   28",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-26",,,"0.07","1.5","2.0","24","12","17","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-27",,,"0.00","0.0","1.0","27","6","18","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-28",,,"0.00","0.0","0.0","34","13","29","   19",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-29",,,"0.10","0.0","0.0","38","20","38","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-30",,,"0.00","0.0","0.0","54","33","48","   11",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-01-31",,,"0.57","0.0","0.0","68","45","49","   39",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-01",,,"0.00","0.0","0.0","63","29","29","   38",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-02",,,"0.02","0.0","0.0","31","17","17","   31",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-03",,,"0.07","0.7","1.0","30","14","24","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-04",,,"0.05","0.5","1.0","34","23","23","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-05",,,"0.00","0.0","0.0","31","21","28","   31",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-06",,,"0.02","0.0","0.0","37","27","29","    9",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-07",,,"0.00","0.0","0.0","40","25","27","   25",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-08",,,"0.17","0.0","0.0","42","21","42","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-09",,,"2.25","1.5","2.0","44","26","26","   26",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-10",,,"0.00","0.0","0.0","34","22","22","   33",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-11",,,"0.25","0.0","0.0","46","17","46","   20",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-12",,,"0.20","0.0","0.0","55","33","34","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-13",,,"0.00","0.0","0.0","50","25","25","   30",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-14",,,"0.16","1.3","1.0","47","25","32","   15",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-15",,,"0.00","0.0","0.0","47","32","32","   14",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-16",,,"0.00","0.0","0.0","50","30","36","   18",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-17",,,"0.03","0.0","0.0","43","27","27","   23",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-18",,,"0.00","0.0","0.0","32","21","21","   39",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-19",,,"0.00","0.0","0.0","37","20","37","   36",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-20",,,"0.31","0.0","0.0","48","29","31","   29",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-21",,,"0.00","0.0","0.0","39","25","26","   33",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-22",,,"0.00","0.0","0.0","36","23","25","   36",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-23",,,"0.07","0.0","0.0","41","24","41","   12",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-24",,,"0.17","0.0","0.0","47","34",,"   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-25",,,"0.00","0.0","0.0","49","28","28","   33",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-26",,,"0.00","0.0","0.0","46","26","29","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-27",,,"0.92","0.0","0.0","48","26","48","   27",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-02-28",,,"0.05","0.0","0.0","54","41","41","   26",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-03-01",,,"0.03","0.0","0.0","46","36","36","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-03-02",,,"0.00","0.0","0.0","44","31","34","   24",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-03-03",,,"0.00","0.0","0.0","41","30","30","   16",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-03-04",,,"0.00","0.0","0.0","38","28","31","   24",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-03-05",,,"0.00","0.0","0.0","42","30","30","   32",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-03-06",,,"0.09","0.0","0.0","48","28","40","   17",,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2013-03-07",,,"0.38","0.0","0.0","41","31","37","   39",,,,,,
